cellType,CpG,LM,formula,nObs,AIC,meanLeverage,maxLeverage,OutlierLabIDs,OutlierIDs,Intercept.betaEstimate,LM.betaEstimate,Age.betaEstimate,Gender.betaEstimate,Batch.betaEstimate,Intercept.pval,LM.pval,Age.pval,Gender.pval,Batch.pval,Intercept.stdError,LM.stdError,Age.stdError,Gender.stdError,Batch.stdError,Intercept.tStat,LM.tStat,Age.tStat,Gender.tStat,Batch.tStat,FDR
Tnai,cg19928764,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,-2.76033147707962,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-4.60059169999378,-0.000225105748171912,0.020789876066959,-0.963591008596335,-0.00490922825087246,6.96225544851061E-08,1.82404326187336E-06,0.0850346446106555,0.0196051385084096,0.986287389153687,0.705008170448573,4.06411844063714E-05,0.0117868088276729,0.397069343768114,0.283939714102666,-6.52558635890216,-5.53885797030614,1.76382567757855,-2.4267575014783,-0.0172896851234322,0.0119384167972924
Tnai,cg14341579,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,35.6272640035903,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-5.41043770384658,-0.000304439969923348,0.046470664308923,-1.65659553230161,-0.181011791234244,7.65705756309438E-06,1.13809533155473E-05,0.0121626041938253,0.00824188819130644,0.673900365888677,1.06059788162025,6.11396518433395E-05,0.0177318008467033,0.597341878447811,0.427152296821665,-5.10130917438867,-4.97941942331347,2.62075266413579,-2.77327874048654,-0.423764059285431,0.0405083481420219
Tnai,cg07095230,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,2.44030916934654,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-6.32825194583949,-0.000309585695272293,0.0483417820057899,-1.63601466281613,-0.429291650856568,1.16019248298015E-10,7.34975180586392E-09,0.000361547030776632,0.00034254214142496,0.159961728812428,0.745112606302935,4.29530608375815E-05,0.0124573022182052,0.419656659340286,0.300091643297318,-8.49301419987875,-7.207535138018,3.88059799457565,-3.89845991098533,-1.43053517298796,0.000799749421904715
Tnai,cg13401339,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,-36.7759141117878,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-4.29715351794788,-0.000143928944071964,0.0116069172592774,-0.67013581873002,-0.198380369996886,5.11732401809841E-11,8.06007115936762E-06,0.164705020945157,0.019756666826583,0.321462837779942,0.490949608246277,2.83014784782955E-05,0.00820803136612994,0.276508907188306,0.197728334574574,-8.75273845985488,-5.08556272713257,1.41409270280969,-2.42355960805866,-1.00329763270254,0.0324147414788898
Tnai,cg11167100,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,23.5207976257194,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-4.68089902640573,-0.000309782845178398,0.023006740177353,-1.45830024183714,-0.650442131301782,9.97289936746255E-06,8.69587954903462E-07,0.147448215413639,0.00816527960215607,0.0906046379712323,0.932431669214098,5.37513308402645E-05,0.0155890304404581,0.525157078346875,0.375533777726956,-5.02009871710067,-5.76325907351012,1.47582880572507,-2.77688391143403,-1.73204694192571,0.00725663539472334
Tnai,cg21959334,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,10.8309568969944,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",4.70286692371362,0.000246083075555215,-0.0194064641029278,0.604716357029198,0.155250704100901,8.43021510046384E-07,4.87002899985455E-06,0.16160161973739,0.194671356668582,0.638544742185754,0.814681766329657,4.69634726032258E-05,0.0136204070216786,0.458838872931843,0.328110392918023,5.77264291172392,5.23988244298426,-1.4248079423794,1.31792747455167,0.473166066823398,0.0221358154336958
Tnai,cg19533957,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,-4.2421527369189,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-5.49495703336324,-0.000279200280494788,0.0256493138453528,-0.780203851312612,0.0221750641151732,7.28585278943539E-10,1.55734743844847E-08,0.0325580930642164,0.0524306050259427,0.937140060556206,0.693981522892474,4.00055378486494E-05,0.0116024577914698,0.390858999132991,0.279498768187674,-7.91801633343289,-6.97904079057928,2.21067934969868,-1.99612610440919,0.0793386828105209,0.000799749421904715
Tnai,cg16252642,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,-8.33585129040657,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-6.37756231581924,-0.000225344746618983,0.0143476907932427,-0.482602774221019,-0.314458597138492,3.75416253174626E-12,5.84056805066436E-07,0.203540759340972,0.204217251507745,0.246549930649901,0.664407290984504,3.83006897872662E-05,0.0111080155533001,0.374202424999004,0.267587843882482,-9.59887466973626,-5.88356888271771,1.29165202590846,-1.28968371656679,-1.17516024859707,0.00613473930579015
Tnai,cg26995744,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,-4.78785803560617,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-6.4806673183299,-0.000278325475702716,0.0402864149217107,-1.74333250604736,-0.341950829194615,7.03770693823999E-12,1.46465446132206E-08,0.00114052762579514,5.53704542288556E-05,0.225332659846579,0.689964371368412,3.97739635170018E-05,0.0115352963045103,0.388596489581561,0.277880873668064,-9.39275647737685,-6.99768016792549,3.49244734233301,-4.48622813840797,-1.23056626633139,0.000799749421904715
Tnai,cg17880199,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,5.59735448344657,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-6.07333604989917,-0.000257608765505551,0.0350842447180547,-1.09053227521856,-0.306438856944342,8.19146013101703E-10,7.71717390663933E-07,0.00937383532200157,0.0159032660295714,0.329089181014419,0.770562636525697,4.44201635106936E-05,0.0128827932315977,0.433990431944653,0.310341558983766,-7.88169028968566,-5.79936553911007,2.72334144368655,-2.51280257569742,-0.987424494314574,0.00677885694717772
Tnai,cg26785617,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,-78.0600342779398,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-4.30428415823505,-8.96713875764555E-05,0.0107842614634754,-0.652565199757918,-0.086317703093591,5.50865682916766E-17,1.3991545429366E-05,0.0478379605498703,0.000695782623754464,0.501940438412422,0.316444769984925,1.8241902421083E-05,0.00529054011665713,0.17822561840215,0.127447086835368,-13.6020075744659,-4.91568179165449,2.03840462895677,-3.6614556628187,-0.67728266872897,0.0455641843308621
Tnai,cg20979233,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,24.7190338393499,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-3.68133298073993,-0.000310345657287724,-0.00430560645498278,-0.35363436848563,-0.302400662119186,0.00034292397317632,1.06967999626871E-06,0.78642301762197,0.509775412436451,0.431051157571723,0.944393635144672,5.44408951369986E-05,0.0157890187690148,0.531894205888542,0.380351420030693,-3.89809168946377,-5.70059798808874,-0.272696265548327,-0.664858471046653,-0.795055956659197,0.00850131997320258
Tnai,cg25245322,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,4.16569773072869,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-5.30760966519771,-0.000276827649404939,0.0257382829289047,-1.08982625327453,-0.319620718026664,1.48408822821767E-08,1.34102743235934E-07,0.0488768098562241,0.0145199715930924,0.301678143336849,0.758915585999888,4.37487529539783E-05,0.0126880698741839,0.427430668663931,0.305650747820069,-6.99367592800828,-6.32766949257158,2.02854202287093,-2.54971468631656,-1.0457056634287,0.00263904618787251
Tnai,cg08664237,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,-29.127777823555,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-5.75223672909342,-0.000169196900866423,0.0229981492872462,-0.748491296981946,-0.403804404294215,1.06987454778996E-13,1.99792471714691E-06,0.013368968311553,0.0165957545020472,0.0666888308946138,0.532564833736026,3.07004464961633E-05,0.00890378317118501,0.29994711821707,0.214488729309232,-10.8010074355465,-5.51121954814461,2.58296376327697,-2.495410862525,-1.88263693665713,0.0125161991914324
Tnai,cg10558887,LM41,CpG ~ as.numeric(LM) +Age + Gender + Batch,47,12.4179178465479,0.106382978723404,0.536773635539455,"116769,116815","10-129-09,10-061-09",-4.35779406858191,-0.000240751578606724,0.0141028315351244,-0.810747103469153,-0.476520052408623,4.56672141972742E-06,9.33187449536598E-06,0.314466344810676,0.0896503440259647,0.160685091196039,0.828552439622226,4.77630670118483E-05,0.013852306425492,0.466651008127948,0.333696760813019,-5.25952717074712,-5.04053850953505,1.01808544381976,-1.73737351757067,-1.42800323038087,0.0359730451136726
